customerId,firstName,lastName,dateOfBirth,annualIncome,occupation,city,segment,creditScore,relationshipManagerId
CUST-464,CustomerFirstName464,CustomerLastName464,1961-03-22,285463.62,Retired,Mumbai,MassAffluent,533,EMP-007
CUST-465,CustomerFirstName465,CustomerLastName465,1999-06-26,295766.27,Business Owner,Mumbai,MassRetail,816,
CUST-466,CustomerFirstName466,CustomerLastName466,1958-05-20,122645.61,Engineer,Pune,MassRetail,561,
CUST-467,CustomerFirstName467,CustomerLastName467,1953-04-22,186298.74,Engineer,Delhi,HNWI,320,EMP-020
CUST-468,CustomerFirstName468,CustomerLastName468,1996-12-08,52421.15,Student,Pune,MassRetail,426,
CUST-469,CustomerFirstName469,CustomerLastName469,1982-04-14,216523.1,Business Owner,Mumbai,HNWI,608,EMP-009
CUST-470,CustomerFirstName470,CustomerLastName470,1995-01-31,165686.59,Teacher,Pune,MassAffluent,407,EMP-004
CUST-471,CustomerFirstName471,CustomerLastName471,1958-01-05,99157.9,Doctor,Ahmedabad,HNWI,503,EMP-020
CUST-472,CustomerFirstName472,CustomerLastName472,2002-12-10,93638.3,Business Owner,Hyderabad,HNWI,719,EMP-007
CUST-473,CustomerFirstName473,CustomerLastName473,1952-09-06,173478.85,Business Owner,Ahmedabad,MassAffluent,638,EMP-006
CUST-474,CustomerFirstName474,CustomerLastName474,1950-03-10,23569.83,Doctor,Delhi,MassRetail,805,
CUST-475,CustomerFirstName475,CustomerLastName475,1956-02-18,238267.34,Doctor,Delhi,MassRetail,562,
CUST-476,CustomerFirstName476,CustomerLastName476,1981-01-30,296826.46,Consultant,Kolkata,HNWI,775,EMP-008
CUST-477,CustomerFirstName477,CustomerLastName477,1956-10-16,247689.96,Engineer,Kolkata,MassRetail,668,
CUST-478,CustomerFirstName478,CustomerLastName478,1978-12-28,226791.25,Doctor,Mumbai,HNWI,309,EMP-011
CUST-479,CustomerFirstName479,CustomerLastName479,1995-02-21,201215.62,Artist,Hyderabad,MassRetail,748,
CUST-480,CustomerFirstName480,CustomerLastName480,1999-11-20,46026.37,Artist,Bengaluru,HNWI,416,EMP-009
CUST-481,CustomerFirstName481,CustomerLastName481,1981-01-25,96113.27,Retired,Ahmedabad,MassAffluent,731,EMP-013
CUST-482,CustomerFirstName482,CustomerLastName482,1957-09-11,57103.24,Engineer,Bengaluru,HNWI,406,EMP-006
CUST-483,CustomerFirstName483,CustomerLastName483,1982-11-05,244634.14,Student,Bengaluru,MassAffluent,688,EMP-019
CUST-484,CustomerFirstName484,CustomerLastName484,1951-12-18,261521.22,Teacher,Ahmedabad,MassAffluent,799,EMP-020
CUST-485,CustomerFirstName485,CustomerLastName485,1977-12-27,143392.61,Doctor,Kolkata,MassRetail,621,
CUST-486,CustomerFirstName486,CustomerLastName486,1997-12-12,263133.04,Business Owner,Hyderabad,MassRetail,831,
CUST-487,CustomerFirstName487,CustomerLastName487,1956-06-25,141197.41,Business Owner,Ahmedabad,HNWI,654,EMP-020
CUST-488,CustomerFirstName488,CustomerLastName488,1960-02-12,254929.25,Engineer,Mumbai,HNWI,460,EMP-013
CUST-489,CustomerFirstName489,CustomerLastName489,1983-09-29,263436.38,Doctor,Ahmedabad,HNWI,628,EMP-016
CUST-490,CustomerFirstName490,CustomerLastName490,1972-07-08,291640.61,Engineer,Chennai,MassRetail,687,
CUST-491,CustomerFirstName491,CustomerLastName491,1955-05-14,148546.49,Student,Delhi,MassAffluent,810,EMP-008
CUST-492,CustomerFirstName492,CustomerLastName492,1958-01-29,294587.81,Engineer,Delhi,MassAffluent,713,EMP-011
CUST-493,CustomerFirstName493,CustomerLastName493,1987-11-30,173747.66,Doctor,Kolkata,MassAffluent,820,EMP-002
CUST-494,CustomerFirstName494,CustomerLastName494,1994-07-19,208012.82,Artist,Hyderabad,HNWI,355,EMP-007
CUST-495,CustomerFirstName495,CustomerLastName495,1980-12-04,112952.34,Student,Hyderabad,MassRetail,763,
CUST-496,CustomerFirstName496,CustomerLastName496,1956-08-18,232609.59,Business Owner,Mumbai,MassRetail,649,
CUST-497,CustomerFirstName497,CustomerLastName497,1987-04-09,166155.82,Doctor,Mumbai,MassAffluent,468,EMP-010
CUST-498,CustomerFirstName498,CustomerLastName498,1998-10-13,227903.05,Retired,Delhi,MassAffluent,560,EMP-005
CUST-499,CustomerFirstName499,CustomerLastName499,1962-10-06,53808.83,Retired,Chennai,HNWI,768,EMP-007
CUST-500,CustomerFirstName500,CustomerLastName500,1998-10-11,114621.39,Retired,Mumbai,MassRetail,426,
